Date,Balance,
01/11/2018,2235.98,
01/11/2018,2234.40,
01/11/2018,2233.85,
01/11/2018,2233.20,
01/11/2018,2230.51,
02/11/2018,2404.03,
02/11/2018,2378.53,
04/11/2018,2377.03,
04/11/2018,2373.03,
04/11/2018,2372.68,
04/11/2018,2372.33,
04/11/2018,2370.57,
04/11/2018,2369.50,
05/11/2018,2336.05,
05/11/2018,2342.55,
05/11/2018,2321.31,
05/11/2018,2300.07,
06/11/2018,2295.57,
06/11/2018,2280.57,
08/11/2018,2276.07,
09/11/2018,2224.07,
10/11/2018,2221.87,
10/11/2018,2220.87,
10/11/2018,2215.87,
10/11/2018,2213.58,
10/11/2018,2212.29,
11/11/2018,2204.49,
11/11/2018,2190.89,
12/11/2018,2160.89,
12/11/2018,2154.89,
12/11/2018,2153.54,
13/11/2018,2146.54,
14/11/2018,2140.54,
14/11/2018,2139.04,
15/11/2018,2135.04,
15/11/2018,2130.54,
16/11/2018,2098.49,
16/11/2018,2106.49,
17/11/2018,2105.37,
17/11/2018,2104.08,
17/11/2018,2101.79,
17/11/2018,2100.79,
18/11/2018,2084.57,
18/11/2018,2044.16,
18/11/2018,2034.83,
18/11/2018,2026.67,
18/11/2018,1936.99,
18/11/2018,1935.49,
18/11/2018,1933.99,
18/11/2018,1932.49,
18/11/2018,1930.99,
18/11/2018,1921.39,
19/11/2018,1916.89,
19/11/2018,1601.89,
19/11/2018,1569.95,
21/11/2018,1563.95,
21/11/2018,1562.95,
22/11/2018,1561.82,
22/11/2018,1561.59,
24/11/2018,1558.60,
24/11/2018,1557.31,
24/11/2018,1554.52,
24/11/2018,1552.52,
24/11/2018,1551.52,
24/11/2018,1549.23,
24/11/2018,1547.75,
26/11/2018,1543.15,
26/11/2018,1537.85,
26/11/2018,1518.90,
26/11/2018,1513.90,
26/11/2018,1508.90,
26/11/2018,1505.99,
26/11/2018,1504.49,
26/11/2018,1502.99,
26/11/2018,1501.49,
26/11/2018,1473.83,
26/11/2018,1355.96,
26/11/2018,1349.68,
27/11/2018,1345.18,
27/11/2018,1269.23,
27/11/2018,1280.87,
28/11/2018,1276.37,
28/11/2018,1269.52,
29/11/2018,1233.07,
30/11/2018,1385.77,
30/11/2018,1383.77,
30/11/2018,1381.77,
30/11/2018,1381.10,
30/11/2018,1379.10,
30/11/2018,1376.81,
30/11/2018,1377.81,
30/11/2018,1353.56,
03/12/2018,2353.56,
04/12/2018,2352.87,
04/12/2018,2351.35,
04/12/2018,2349.36,
04/12/2018,2347.57,
07/12/2018,2346.08,
07/12/2018,2343.59,
07/12/2018,2341.59,
07/12/2018,2339.09,
07/12/2018,2338.09,
07/12/2018,2335.80,
11/12/2018,2321.91,
11/12/2018,2301.55,
12/12/2018,2300.61,
12/12/2018,2298.32,
12/12/2018,2297.65,
12/12/2018,2292.67,
12/12/2018,2290.01,
12/12/2018,2288.53,
12/12/2018,2286.94,
14/12/2018,2282.44,
16/12/2018,2273.44,
16/12/2018,2263.44,
16/12/2018,2262.94,
16/12/2018,2261.46,
17/12/2018,2256.96,
17/12/2018,2296.96,
17/12/2018,2290.46,
18/12/2018,2285.96,
19/12/2018,2281.96,
19/12/2018,2280.46,
20/12/2018,2275.46,
20/12/2018,2265.46,
20/12/2018,2261.46,
21/12/2018,2257.46,
21/12/2018,2241.46,
21/12/2018,2234.01,44
21/12/2018,2257.88,7.5
24/12/2018,2253.38,4.5
24/12/2018,1903.38,"€1,959.38"
27/12/2018,1898.38,
27/12/2018,1895.88,
27/12/2018,1891.88,
27/12/2018,1890.89,
27/12/2018,1889.95,
27/12/2018,1887.29,
27/12/2018,1885.29,
27/12/2018,1881.29,
27/12/2018,1879.79,
28/12/2018,1875.29,
29/12/2018,1857.29,
29/12/2018,1822.29,
29/12/2018,1813.39,
31/12/2018,1808.89,
01/01/2019,1804.39,
01/01/2019,1789.39,
03/01/2019,1781.39,
03/01/2019,1775.99,
03/01/2019,1770.99,
03/01/2019,1770.99,
03/01/2019,1768.49,
04/01/2019,1770.76,
05/01/2019,1842.03,
07/01/2019,1840.55,
07/01/2019,1838.26,
07/01/2019,1836.96,
07/01/2019,1834.47,
07/01/2019,1833.47,
08/01/2019,1828.97,
08/01/2019,1804.07,
08/01/2019,1802.57,
08/01/2019,1801.07,
08/01/2019,1799.57,
09/01/2019,1848.11,
11/01/2019,2139.38,
13/01/2019,2137.96,
13/01/2019,2136.38,
13/01/2019,2134.09,
13/01/2019,2133.42,
13/01/2019,2131.42,
15/01/2019,2128.67,
17/01/2019,2126.37,
19/01/2019,2121.87,
20/01/2019,1771.87,
20/01/2019,1769.58,
20/01/2019,1767.00,
20/01/2019,1766.06,
20/01/2019,1763.06,
20/01/2019,1761.48,
20/01/2019,1758.48,
20/01/2019,1758.48,
22/01/2019,1753.88,
22/01/2019,1746.28,
22/01/2019,1743.48,
24/01/2019,1664.48,
24/01/2019,1659.78,
24/01/2019,1657.48,
25/01/2019,1842.75,
25/01/2019,1832.75,
25/01/2019,1794.95,
25/01/2019,1873.95,
26/01/2019,1869.45,
27/01/2019,1868.16,
27/01/2019,1865.87,
27/01/2019,1862.39,
27/01/2019,1861.72,
27/01/2019,1860.14,
27/01/2019,1858.26,
29/01/2019,1856.58,
31/01/2019,1888.57,
01/02/2019,1986.08,
03/02/2019,1983.79,
03/02/2019,1982.50,
03/02/2019,1982.01,
03/02/2019,1977.01,
04/02/2019,1972.31,
04/02/2019,1965.81,
04/02/2019,1964.31,
05/02/2019,1963.61,
06/02/2019,1962.61,
06/02/2019,1961.11,
07/02/2019,1941.11,
07/02/2019,1926.11,
08/02/2019,1883.16,
10/02/2019,1881.87,
10/02/2019,1880.39,
10/02/2019,1879.64,
10/02/2019,1877.35,
10/02/2019,1876.41,
10/02/2019,1875.74,
13/02/2019,1856.66,
14/02/2019,1795.06,
15/02/2019,1786.16,
17/02/2019,1784.87,
17/02/2019,1782.58,
17/02/2019,1780.09,
17/02/2019,1777.11,
17/02/2019,1776.17,
17/02/2019,1731.17,
17/02/2019,1381.17,
23/02/2019,1380.08,
23/02/2019,1370.63,
24/02/2019,1369.69,
24/02/2019,1368.40,
24/02/2019,1366.11,
24/02/2019,1363.62,
24/02/2019,1362.04,
24/02/2019,1361.37,
26/02/2019,731.37,
26/02/2019,651.37,
27/02/2019,1281.37,
27/02/2019,1121.37,
28/02/2019,1370.44,
01/03/2019,1610.44,
01/03/2019,1610.00,
03/03/2019,1600.00,
03/03/2019,1597.71,
03/03/2019,1592.73,
03/03/2019,1591.15,
03/03/2019,1590.21,
03/03/2019,1589.12,
03/03/2019,1587.64,
07/03/2019,1572.64,
